state,action,reward
"open                      96184.5
high                      96188.4
low                       95155.2
close                     95333.5
volume                  43.004063
EMA50                96984.225615
EMA12                96439.316924
EMA26                96788.243445
MACD                  -348.926522
MACD_signal            -92.904369
RSI                     38.253358
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing            True
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-12 02:00:00, dtype: object",BUY,59208.999999999694
"open                      95333.5
high                      95854.3
low                       95220.7
close                     95810.2
volume                  73.053557
EMA50                96938.185395
EMA12                96342.529705
EMA26                96715.795783
MACD                  -373.266078
MACD_signal           -148.976711
RSI                     37.038552
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-12 04:00:00, dtype: object",BUY,366274.1999999984
"open                      95810.3
high                      96107.7
low                       95715.5
close                     96058.1
volume                  33.070729
EMA50                96903.672242
EMA12                96298.771289
EMA26                96667.077577
MACD                  -368.306288
MACD_signal           -192.842626
RSI                     40.783169
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-12 06:00:00, dtype: object",HOLD,82829.39999999957
"open                      96058.1
high                      96432.9
low                       96027.7
close                     96148.9
volume                  33.059554
EMA50                96874.073331
EMA12                96275.714167
EMA26                96628.694052
MACD                  -352.979885
MACD_signal           -224.870078
RSI                     35.466413
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-12 08:00:00, dtype: object",HOLD,366274.1999999984
"open                      96148.9
high                      96300.0
low                       95912.2
close                     96071.5
volume                  50.534991
EMA50                96842.599867
EMA12                96244.296603
EMA26                96587.420419
MACD                  -343.123816
MACD_signal           -248.520825
RSI                     35.723131
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-12 10:00:00, dtype: object",BUY,366274.1999999984
"open                      96071.5
high                      96585.1
low                       94111.0
close                     94991.5
volume                 326.679397
EMA50                96770.007715
EMA12                96051.558664
EMA26                96469.204092
MACD                  -417.645427
MACD_signal           -282.345746
RSI                     32.305472
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-12 12:00:00, dtype: object",SELL,366274.1999999984
"open                      94991.5
high                      95940.9
low                       94510.9
close                     95786.5
volume                 192.014022
EMA50                96731.438785
EMA12                96010.780408
EMA26                96418.633418
MACD                   -407.85301
MACD_signal           -307.447199
RSI                     37.195279
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-12 14:00:00, dtype: object",HOLD,366274.1999999984
"open                      95786.4
high                      97625.0
low                       95178.1
close                     97357.1
volume                 267.196428
EMA50                96755.974519
EMA12                96217.906499
EMA26                96488.149461
MACD                  -270.242962
MACD_signal           -300.006351
RSI                     52.901378
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-12 16:00:00, dtype: object",BUY,165500.79999999917
"open                      97342.6
high                      97377.0
low                       96384.8
close                     97154.4
volume                 103.949227
EMA50                96771.599048
EMA12                96361.982422
EMA26                96537.501353
MACD                  -175.518931
MACD_signal           -275.108867
RSI                     50.808709
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-12 18:00:00, dtype: object",BUY,165500.79999999917
"open                      97189.6
high                      97888.0
low                       96860.2
close                     97655.8
volume                 198.510281
EMA50                96806.273595
EMA12                 96561.03128
EMA26                 96620.33829
MACD                   -59.307009
MACD_signal           -231.948496
RSI                     58.182669
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-12 20:00:00, dtype: object",BUY,59208.999999999694
"open                      97655.8
high                      98042.8
low                       97431.3
close                     97874.0
volume                  96.529231
EMA50                96848.145219
EMA12                96763.026468
EMA26                 96713.20212
MACD                    49.824348
MACD_signal           -175.593927
RSI                       66.5921
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-12 22:00:00, dtype: object",SELL,94639.59999999953
"open                      97874.0
high                      98077.1
low                       97533.8
close                     98000.0
volume                  30.586341
EMA50                96893.315995
EMA12                96953.330088
EMA26                96808.520482
MACD                   144.809607
MACD_signal            -111.51322
RSI                     61.287237
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 00:00:00, dtype: object",SELL,47398.79999999976
"open                      98000.0
high                      98000.0
low                       97400.0
close                     97511.9
volume                  26.558905
EMA50                96917.574191
EMA12                97039.263921
EMA26                96860.622668
MACD                   178.641253
MACD_signal            -53.482326
RSI                     62.291479
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 02:00:00, dtype: object",SELL,366274.1999999984
"open                      97512.0
high                      97553.0
low                       96510.5
close                     96659.2
volume                  44.296574
EMA50                 96907.44187
EMA12                96980.792548
EMA26                96845.702471
MACD                   135.090078
MACD_signal            -15.767845
RSI                     53.292216
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-13 04:00:00, dtype: object",HOLD,366274.1999999984
"open                      96659.2
high                      96681.0
low                       95804.6
close                     96038.0
volume                 216.406353
EMA50                 96873.34611
EMA12                96835.747541
EMA26                96785.872658
MACD                    49.874883
MACD_signal             -2.639299
RSI                     54.793365
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 06:00:00, dtype: object",HOLD,259982.3999999988
"open                      96038.0
high                      96302.4
low                       95763.2
close                     96262.1
volume                  60.589584
EMA50                96849.375674
EMA12                96747.494073
EMA26                96747.074683
MACD                      0.41939
MACD_signal             -2.027561
RSI                     53.184143
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 08:00:00, dtype: object",SELL,106449.79999999944
"open                      96262.1
high                      96347.1
low                       95613.1
close                     95931.6
volume                   40.13047
EMA50                96813.384471
EMA12                96621.971908
EMA26                96686.669151
MACD                   -64.697243
MACD_signal            -14.561498
RSI                     49.118921
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 10:00:00, dtype: object",HOLD,366274.1999999984
"open                      95931.6
high                      96283.8
low                       95727.0
close                     96107.7
volume                   90.34943
EMA50                96785.710571
EMA12                96542.853153
EMA26                96643.782547
MACD                  -100.929394
MACD_signal            -31.835077
RSI                      49.71641
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 12:00:00, dtype: object",SELL,259982.3999999988
"open                      96107.7
high                      96457.8
low                       95410.0
close                     96002.8
volume                 157.841833
EMA50                96755.008195
EMA12                96459.768053
EMA26                96596.302359
MACD                  -136.534306
MACD_signal            -52.774923
RSI                     49.528904
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-13 14:00:00, dtype: object",HOLD,319033.3999999986
"open                      96002.7
high                      96011.5
low                       95273.7
close                     95678.1
volume                 133.693655
EMA50                96712.776501
EMA12                96339.511429
EMA26                96528.287369
MACD                   -188.77594
MACD_signal            -79.975126
RSI                     55.252287
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-13 16:00:00, dtype: object",BUY,141880.39999999927
"open                      95685.5
high                      96371.4
low                       95418.2
close                     95648.1
volume                 147.004623
EMA50                96671.024482
EMA12                 96233.14044
EMA26                96463.088305
MACD                  -229.947865
MACD_signal           -109.969674
RSI                     48.800943
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-13 18:00:00, dtype: object",HOLD,224551.7999999989
"open                      95648.1
high                      96700.1
low                       95648.0
close                     96468.6
volume                 241.159581
EMA50                96663.086267
EMA12                96269.364988
EMA26                96463.496578
MACD                  -194.131591
MACD_signal           -126.802057
RSI                     41.152337
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 20:00:00, dtype: object",BUY,366274.1999999984
"open                      96468.7
high                      96628.0
low                       96273.5
close                     96628.0
volume                 102.831063
EMA50                96661.710335
EMA12                96324.539605
EMA26                96475.682017
MACD                  -151.142412
MACD_signal           -131.670128
RSI                     44.712524
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-13 22:00:00, dtype: object",BUY,366274.1999999984
"open                      96628.0
high                      96901.9
low                       96423.7
close                     96523.3
volume                  189.53962
EMA50                96656.282478
EMA12                96355.118127
EMA26                96479.209275
MACD                  -124.091148
MACD_signal           -130.154332
RSI                     37.639432
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-14 00:00:00, dtype: object",BUY,141880.39999999927
"open                      96523.4
high                      97163.0
low                       96447.5
close                     97122.9
volume                 156.866628
EMA50                96674.581205
EMA12                96473.238415
EMA26                 96526.89007
MACD                   -53.651654
MACD_signal           -114.853797
RSI                     42.432242
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-14 02:00:00, dtype: object",SELL,236361.9999999989
"open                      97123.0
high                      97198.4
low                       96616.4
close                     96681.2
volume                   46.39255
EMA50                96674.840765
EMA12                96505.232505
EMA26                96538.320435
MACD                   -33.087929
MACD_signal            -98.500623
RSI                     37.507105
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-14 04:00:00, dtype: object",HOLD,82829.39999999957
"open                      96681.2
high                      97029.0
low                       96616.5
close                     97017.9
volume                   8.536298
EMA50                96688.294069
EMA12                96584.104428
EMA26                96573.844847
MACD                    10.259581
MACD_signal            -76.748582
RSI                      45.18218
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-14 06:00:00, dtype: object",HOLD,366274.1999999984
"open                      97017.9
high                      97148.2
low                       96805.9
close                     97148.2
volume                  69.707896
EMA50                96706.329595
EMA12                96670.888362
EMA26                96616.389673
MACD                    54.498689
MACD_signal            -50.499128
RSI                     55.551267
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-14 08:00:00, dtype: object",SELL,366274.1999999984
"open                      97148.2
high                      97193.9
low                       96817.0
close                     96905.1
volume                  65.236541
EMA50                96714.124513
EMA12                96706.920922
EMA26                96637.775623
MACD                    69.145298
MACD_signal            -26.570243
RSI                     60.767951
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-14 10:00:00, dtype: object",HOLD,366274.1999999984
"open                      96905.1
high                      96964.4
low                       96487.0
close                     96810.2
volume                  75.265728
EMA50                96717.892179
EMA12                96722.810011
EMA26                96650.547799
MACD                    72.262211
MACD_signal             -6.803752
RSI                     57.032152
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                 True
Name: 2025-02-14 12:00:00, dtype: object",SELL,259982.3999999988
"open                      96810.2
high                      97502.1
low                       96340.7
close                     96959.3
volume                 146.446817
EMA50                96727.359153
EMA12                96759.193086
EMA26                96673.418333
MACD                    85.774753
MACD_signal             11.711949
RSI                     63.829157
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-14 14:00:00, dtype: object",SELL,366274.1999999984
"open                      96959.2
high                      98826.0
low                       96500.6
close                     98543.5
volume                 282.165172
EMA50                96798.580362
EMA12                97033.701842
EMA26                96811.942901
MACD                   221.758941
MACD_signal             53.721347
RSI                     73.769468
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-14 16:00:00, dtype: object",HOLD,212741.599999999
"open                      98543.6
high                      98728.0
low                       97750.0
close                     97967.5
volume                 266.891873
EMA50                96844.420348
EMA12                97177.363097
EMA26                96897.539723
MACD                   279.823374
MACD_signal             98.941753
RSI                     67.557955
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-14 18:00:00, dtype: object",SELL,141880.39999999927
"open                      97975.1
high                      98269.0
low                       96802.0
close                     97502.7
volume                  175.83227
EMA50                96870.235237
EMA12                97227.414928
EMA26                 96942.36641
MACD                   285.048518
MACD_signal            136.163106
RSI                     65.907585
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-14 20:00:00, dtype: object",SELL,366274.1999999984
"open                      97502.7
high                      97560.6
low                       96976.5
close                     97464.0
volume                  41.035572
EMA50                96893.520129
EMA12                97263.812632
EMA26                96981.005935
MACD                   282.806696
MACD_signal            165.491824
RSI                     65.807755
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-14 22:00:00, dtype: object",HOLD,189121.19999999908
"open                      97464.0
high                      97759.4
low                       97279.3
close                     97759.4
volume                  38.293636
EMA50                96927.476203
EMA12                97340.056842
EMA26                97038.664755
MACD                   301.392087
MACD_signal            192.671877
RSI                     62.367302
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-15 00:00:00, dtype: object",HOLD,82829.39999999957
"open                      97759.4
high                      97902.0
low                       97627.9
close                     97716.1
volume                  20.998699
EMA50                96958.402626
EMA12                97397.909636
EMA26                97088.845143
MACD                   309.064492
MACD_signal              215.9504
RSI                      60.66242
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-15 02:00:00, dtype: object",SELL,224551.7999999989
"open                      97716.1
high                      97766.0
low                       97501.0
close                     97580.6
volume                  17.601772
EMA50                96982.802523
EMA12                97426.015846
EMA26                97125.271429
MACD                   300.744416
MACD_signal            232.909203
RSI                     60.298443
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-15 04:00:00, dtype: object",SELL,47398.79999999976
"open                      97580.6
high                      97667.9
low                       97349.9
close                     97379.6
volume                  20.680411
EMA50                96998.363208
EMA12                97418.874946
EMA26                97144.110582
MACD                   274.764364
MACD_signal            241.280235
RSI                     52.710837
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-15 06:00:00, dtype: object",HOLD,47398.79999999976
"open                      97379.6
high                      97595.9
low                       97329.1
close                     97556.0
volume                  13.130412
EMA50                97020.231318
EMA12                97439.971108
EMA26                 97174.62091
MACD                   265.350199
MACD_signal            246.094228
RSI                     59.786549
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-15 08:00:00, dtype: object",BUY,366274.1999999984
"open                      97556.0
high                      97738.2
low                       97453.3
close                     97580.6
volume                  62.624197
EMA50                 97042.20656
EMA12                97461.606322
EMA26                97204.693435
MACD                   256.912888
MACD_signal             248.25796
RSI                     56.767614
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                 True
evening_star                False
Name: 2025-02-15 10:00:00, dtype: object",HOLD,130070.19999999931
"open                      97580.6
high                      97898.0
low                       97565.6
close                     97773.0
volume                  51.002594
EMA50                97070.865127
EMA12                97509.513042
EMA26                97246.790217
MACD                   262.722825
MACD_signal            251.150933
RSI                     57.403896
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-15 12:00:00, dtype: object",HOLD,177310.99999999913
"open                      97773.0
high                      97773.0
low                       97500.0
close                     97640.0
volume                   10.14269
EMA50                97093.184141
EMA12                97529.587959
EMA26                97275.916868
MACD                   253.671091
MACD_signal            251.654964
RSI                     58.941912
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-15 14:00:00, dtype: object",BUY,319033.3999999986
"open                      97640.0
high                      97686.9
low                       97342.0
close                     97410.5
volume                  39.784342
EMA50                  97105.6279
EMA12                97511.266734
EMA26                97285.885989
MACD                   225.380745
MACD_signal            246.400121
RSI                     57.072504
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-15 16:00:00, dtype: object",SELL,130070.19999999931
"open                      97410.6
high                      97656.5
low                       97400.1
close                     97545.9
volume                  61.262901
EMA50                97122.893473
EMA12                97516.594929
EMA26                97305.146286
MACD                   211.448643
MACD_signal            239.409825
RSI                     56.933478
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-15 18:00:00, dtype: object",BUY,283602.7999999988
"open                      97545.9
high                      97692.4
low                       97452.1
close                     97690.6
volume                  13.037888
EMA50                97145.156474
EMA12                 97543.36494
EMA26                97333.698413
MACD                   209.666527
MACD_signal            233.461165
RSI                     34.718888
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-15 20:00:00, dtype: object",SELL,82829.39999999957
"open                      97690.6
high                      97700.0
low                       97442.1
close                     97588.2
volume                  27.243768
EMA50                 97162.53073
EMA12                97550.262641
EMA26                97352.550382
MACD                   197.712259
MACD_signal            226.311384
RSI                       41.8152
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-15 22:00:00, dtype: object",SELL,366274.1999999984
"open                      97588.2
high                      97700.0
low                       97562.9
close                     97648.9
volume                  17.632156
EMA50                97181.604035
EMA12                 97565.43762
EMA26                97374.502206
MACD                   190.935414
MACD_signal             219.23619
RSI                     53.821223
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 00:00:00, dtype: object",SELL,366274.1999999984
"open                      97643.0
high                      97644.6
low                       97476.0
close                     97500.0
volume                  12.894304
EMA50                97194.090151
EMA12                97555.370294
EMA26                97383.798339
MACD                   171.571955
MACD_signal            209.703343
RSI                      50.88968
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 02:00:00, dtype: object",HOLD,236361.9999999989
"open                      97500.0
high                      97636.0
low                       97499.9
close                     97636.0
volume                   4.734338
EMA50                97211.419949
EMA12                97567.774864
EMA26                97402.479943
MACD                    165.29492
MACD_signal            200.821658
RSI                     46.689559
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 04:00:00, dtype: object",HOLD,71019.19999999963
"open                      97636.0
high                      97636.0
low                       97218.4
close                     97221.4
volume                   26.03146
EMA50                97211.811323
EMA12                97514.486423
EMA26                97389.066614
MACD                   125.419809
MACD_signal            185.741289
RSI                     38.933381
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 06:00:00, dtype: object",SELL,59208.999999999694
"open                      97221.5
high                      97352.0
low                       97100.0
close                     97352.0
volume                  14.552196
EMA50                97217.308919
EMA12                97489.488512
EMA26                97386.320939
MACD                   103.167573
MACD_signal            169.226545
RSI                     44.874899
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 08:00:00, dtype: object",BUY,259982.3999999988
"open                      97352.0
high                      97367.6
low                       97204.6
close                     97246.4
volume                  24.148192
EMA50                97218.449745
EMA12                97452.090279
EMA26                97375.956425
MACD                    76.133854
MACD_signal            150.608007
RSI                      46.88027
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 10:00:00, dtype: object",HOLD,212741.599999999
"open                      97246.4
high                      97323.8
low                       96860.1
close                     96860.1
volume                  22.565091
EMA50                97204.396814
EMA12                97361.014852
EMA26                97337.744838
MACD                    23.270014
MACD_signal            125.140409
RSI                     35.160148
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-16 12:00:00, dtype: object",SELL,366274.1999999984
"open                      96860.3
high                      97072.4
low                       96700.0
close                     96978.3
volume                  39.161032
EMA50                97195.530272
EMA12                97302.135644
EMA26                97311.119294
MACD                    -8.983651
MACD_signal             98.315597
RSI                     37.649182
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 14:00:00, dtype: object",HOLD,189121.19999999908
"open                      96968.1
high                      97158.1
low                       96930.0
close                     96982.1
volume                  23.797358
EMA50                97187.160458
EMA12                97252.899391
EMA26                97286.747495
MACD                   -33.848104
MACD_signal             71.882857
RSI                     32.422101
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                 True
evening_star                False
Name: 2025-02-16 16:00:00, dtype: object",HOLD,165500.79999999917
"open                      96982.1
high                      97109.8
low                       96700.0
close                     97059.9
volume                  41.420772
EMA50                97182.169852
EMA12                97223.207177
EMA26                97269.943977
MACD                     -46.7368
MACD_signal             48.158925
RSI                     36.782866
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 18:00:00, dtype: object",HOLD,165500.79999999917
"open                      97060.0
high                      97200.0
low                       96880.8
close                     97158.9
volume                    9.95373
EMA50                97181.257308
EMA12                97213.313765
EMA26                97261.718497
MACD                   -48.404732
MACD_signal             28.846194
RSI                     43.905039
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 20:00:00, dtype: object",SELL,366274.1999999984
"open                      97158.9
high                      97168.5
low                       96112.6
close                     96144.1
volume                  74.574274
EMA50                97140.584473
EMA12                 97048.81934
EMA26                97178.931942
MACD                  -130.112602
MACD_signal             -2.945565
RSI                     26.187402
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 22:00:00, dtype: object",HOLD,165500.79999999917
"open                      96144.1
high                      96499.0
low                       96125.0
close                     96498.9
volume                  49.067967
EMA50                97115.420376
EMA12                96964.216364
EMA26                97128.559205
MACD                  -164.342841
MACD_signal             -35.22502
RSI                     31.105121
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-17 00:00:00, dtype: object",BUY,141880.39999999927
"open                      96499.0
high                      96607.5
low                       96125.0
close                     96224.5
volume                  22.549403
EMA50                97080.482322
EMA12                96850.413847
EMA26                97061.591857
MACD                   -211.17801
MACD_signal            -70.415618
RSI                     29.496316
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-17 02:00:00, dtype: object",HOLD,366274.1999999984
"open                      96224.5
high                      96319.0
low                       95850.0
close                     96252.8
volume                  44.229226
EMA50                97048.024192
EMA12                96758.473255
EMA26                97001.681349
MACD                  -243.208094
MACD_signal           -104.974113
RSI                     28.802648
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-17 04:00:00, dtype: object",SELL,236361.9999999989
"open                      96252.8
high                      96431.1
low                       95900.0
close                     96054.4
volume                  59.305308
EMA50                97009.058537
EMA12                96650.154293
EMA26                 96931.51236
MACD                  -281.358067
MACD_signal           -140.250904
RSI                     28.376114
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-17 06:00:00, dtype: object",BUY,366274.1999999984
"open                      96054.4
high                      96306.1
low                       95990.4
close                     96200.1
volume                  56.237789
EMA50                96977.334673
EMA12                96580.915171
EMA26                96877.333667
MACD                  -296.418496
MACD_signal           -171.484423
RSI                     28.583361
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-17 08:00:00, dtype: object",HOLD,354463.9999999985
"open                      96200.1
high                      96399.4
low                       96013.2
close                     96050.1
volume                  65.590237
EMA50                96940.972529
EMA12                96499.251298
EMA26                96816.057099
MACD                    -316.8058
MACD_signal           -200.548698
RSI                     31.032808
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-17 10:00:00, dtype: object",HOLD,224551.7999999989
"open                      96050.1
high                      96447.6
low                       96050.1
close                     96381.5
volume                  32.642449
EMA50                 96919.03243
EMA12                96481.135714
EMA26                96783.867684
MACD                   -302.73197
MACD_signal           -220.985353
RSI                     35.244032
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-17 12:00:00, dtype: object",SELL,366274.1999999984
"open                      96381.5
high                      97032.6
low                       95610.0
close                     95684.5
volume                 251.920694
EMA50                96870.619393
EMA12                96358.576373
EMA26                96702.433041
MACD                  -343.856667
MACD_signal           -245.559616
RSI                     29.871904
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-17 14:00:00, dtype: object",SELL,71019.19999999963
