state,action,reward
"open                      95600.0
high                      95693.4
low                       94996.8
close                     95384.2
volume                 114.996484
EMA50                96178.811824
EMA12                 95359.11651
EMA26                 95760.29308
MACD                   -401.17657
MACD_signal           -400.974705
RSI                     42.424783
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 00:00:00, dtype: object",HOLD,35588.59999999982
"open                      95384.2
high                      95831.3
low                       95384.1
close                     95639.2
volume                  35.566597
EMA50                96157.650576
EMA12                95402.206277
EMA26                95751.323222
MACD                  -349.116945
MACD_signal           -390.603153
RSI                     48.947833
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 02:00:00, dtype: object",SELL,23778.39999999988
"open                      95639.3
high                      95709.5
low                       95075.4
close                     95206.3
volume                 150.899806
EMA50                 96120.34271
EMA12                 95372.06685
EMA26                95710.951131
MACD                  -338.884281
MACD_signal           -380.259379
RSI                      42.06169
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing            True
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 04:00:00, dtype: object",HOLD,35588.59999999982
"open                      95206.3
high                      95781.0
low                       95193.8
close                     95670.6
volume                  43.402844
EMA50                96102.705741
EMA12                95417.995027
EMA26                95707.962159
MACD                  -289.967132
MACD_signal           -362.200929
RSI                     46.197649
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 06:00:00, dtype: object",SELL,23778.39999999988
"open                      95670.6
high                      95913.4
low                       95598.9
close                     95897.9
volume                  51.395909
EMA50                96094.674143
EMA12                95491.826561
EMA26                95722.031628
MACD                  -230.205067
MACD_signal           -335.801757
RSI                     52.319315
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-19 08:00:00, dtype: object",HOLD,35588.59999999982
"open                      95898.0
high                      96367.5
low                       95898.0
close                     96354.0
volume                  138.21967
EMA50                96104.843785
EMA12                95624.468629
EMA26                  95768.8441
MACD                  -144.375472
MACD_signal             -297.5165
RSI                      56.48421
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 10:00:00, dtype: object",HOLD,35588.59999999982
"open                      96354.0
high                      96428.2
low                       96154.9
close                     96313.3
volume                   57.46626
EMA50                96113.018538
EMA12                95730.442686
EMA26                95809.174167
MACD                   -78.731481
MACD_signal           -253.759496
RSI                     54.254748
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-19 12:00:00, dtype: object",HOLD,35588.59999999982
"open                      96313.3
high                      96682.9
low                       95578.6
close                     95911.0
volume                 176.710846
EMA50                96105.096243
EMA12                95758.220734
EMA26                95816.716821
MACD                   -58.496087
MACD_signal           -214.706814
RSI                     52.076979
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-19 14:00:00, dtype: object",SELL,35588.59999999982
"open                      95911.1
high                      96465.8
low                       95903.7
close                     96410.0
volume                  63.935348
EMA50                96117.053253
EMA12                95858.494467
EMA26                95860.663723
MACD                    -2.169256
MACD_signal           -172.199303
RSI                     51.367518
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 16:00:00, dtype: object",BUY,35588.59999999982
"open                      96410.0
high                      96410.0
low                       95442.1
close                     96120.8
volume                 113.261121
EMA50                96117.200184
EMA12                95898.849165
EMA26                95879.933077
MACD                    18.916087
MACD_signal           -133.976225
RSI                     54.930839
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-19 18:00:00, dtype: object",BUY,35588.59999999982
"open                      96120.9
high                      96434.3
low                       96050.0
close                     96288.1
volume                  88.749362
EMA50                96123.902138
EMA12                95958.733909
EMA26                95910.167664
MACD                    48.566244
MACD_signal            -97.467731
RSI                     71.480445
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 20:00:00, dtype: object",BUY,23778.39999999988
"open                      96288.1
high                      96875.0
low                       96288.1
close                     96625.7
volume                  82.097415
EMA50                96143.580485
EMA12                96061.344077
EMA26                95963.170059
MACD                    98.174017
MACD_signal            -58.339381
RSI                     74.047624
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-19 22:00:00, dtype: object",SELL,35588.59999999982
"open                      96625.7
high                      96918.8
low                       96405.7
close                     96711.7
volume                  68.766798
EMA50                96165.859682
EMA12                96161.398834
EMA26                96018.616722
MACD                   142.782112
MACD_signal            -18.115083
RSI                     69.139141
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-20 00:00:00, dtype: object",BUY,35588.59999999982
"open                      96711.7
high                      97291.2
low                       96711.7
close                     97041.2
volume                  87.736762
EMA50                96200.186753
EMA12                 96296.75286
EMA26                96094.363631
MACD                   202.389228
MACD_signal              25.98578
RSI                     67.144897
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-20 02:00:00, dtype: object",BUY,35588.59999999982
"open                      97041.3
high                      97300.0
low                       96964.0
close                     96964.0
volume                  55.633925
EMA50                96230.140214
EMA12                96399.406266
EMA26                 96158.78114
MACD                   240.625126
MACD_signal             68.913649
RSI                     69.434603
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-20 04:00:00, dtype: object",BUY,35588.59999999982
"open                      96964.1
high                      97043.8
low                       96794.3
close                     96874.5
volume                  41.818799
EMA50                96255.409225
EMA12                96472.497609
EMA26                96211.797352
MACD                   260.700258
MACD_signal            107.270971
RSI                     65.841648
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-20 06:00:00, dtype: object",HOLD,35588.59999999982
"open                      96867.1
high                      97250.0
low                       96823.7
close                     97188.9
volume                  24.531389
EMA50                96292.016706
EMA12                96582.713362
EMA26                96284.175326
MACD                   298.538036
MACD_signal            145.524384
RSI                     76.222093
doji                        False
hammer                      False
bullish_engulfing            True
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-20 08:00:00, dtype: object",HOLD,35588.59999999982
"open                      97188.8
high                      97379.4
low                       97102.1
close                     97202.3
volume                 100.780084
EMA50                96327.714091
EMA12                96678.034383
EMA26                96352.184561
MACD                   325.849822
MACD_signal            181.589471
RSI                     73.001952
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                 True
evening_star                False
Name: 2025-02-20 10:00:00, dtype: object",BUY,23778.39999999988
"open                      97202.3
high                      97500.0
low                       97202.3
close                     97500.0
volume                  88.763465
EMA50                96373.686087
EMA12                96804.490632
EMA26                96437.207927
MACD                   367.282705
MACD_signal            218.728118
RSI                     73.560987
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-20 12:00:00, dtype: object",BUY,35588.59999999982
"open                      97500.0
high                      98054.8
low                       96834.2
close                     96921.9
volume                 254.374638
EMA50                96395.184672
EMA12                96822.553612
EMA26                96473.111043
MACD                   349.442568
MACD_signal            244.871008
RSI                     58.062409
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-20 14:00:00, dtype: object",SELL,35588.59999999982
"open                      96921.9
high                      98004.9
low                       96909.4
close                     98004.8
volume                 197.988441
EMA50                96458.306842
EMA12                97004.437671
EMA26                96586.569485
MACD                   417.868187
MACD_signal            279.470444
RSI                     68.530488
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-20 16:00:00, dtype: object",HOLD,35588.59999999982
"open                      98004.9
high                      98522.4
low                       97961.0
close                     98399.0
volume                 168.322105
EMA50                96534.412456
EMA12                97218.985722
EMA26                96720.823597
MACD                   498.162125
MACD_signal             323.20878
RSI                     77.304653
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-20 18:00:00, dtype: object",SELL,35588.59999999982
"open                      98398.9
high                      98744.0
low                       98088.4
close                     98100.0
volume                  117.08944
EMA50                96595.808046
EMA12                 97354.52638
EMA26                96822.984812
MACD                   531.541568
MACD_signal            364.875338
RSI                     69.398531
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-20 20:00:00, dtype: object",HOLD,35588.59999999982
"open                      98100.1
high                      98500.0
low                       98100.0
close                     98339.1
volume                  74.220091
EMA50                96664.172436
EMA12                97505.999245
EMA26                96935.289641
MACD                   570.709604
MACD_signal            406.042191
RSI                     75.758843
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-20 22:00:00, dtype: object",HOLD,35588.59999999982
"open                      98339.1
high                      98494.3
low                       98145.4
close                     98204.8
volume                  28.715107
EMA50                96724.589203
EMA12                97613.507053
EMA26                97029.327445
MACD                   584.179608
MACD_signal            441.669674
RSI                     72.428561
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-21 00:00:00, dtype: object",SELL,11968.19999999994
"open                      105150.6
high                      105480.4
low                       105065.6
close                     105441.4
volume                   55.072881
EMA50                104590.088919
EMA12                104424.761406
EMA26                104304.754255
MACD                    120.007151
MACD_signal             -178.33931
RSI                      61.490781
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                  True
evening_star                 False
Name: 2025-01-24 10:00:00, dtype: object",BUY,29830.99999999987
"open                      104943.0
high                      105000.0
low                       104809.0
close                     104994.3
volume                   52.720095
EMA50                104784.137692
EMA12                104855.733493
EMA26                104791.352639
MACD                     64.380854
MACD_signal              62.374003
RSI                      56.659265
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-01-26 14:00:00, dtype: object",SELL,31635.39999999982
"open                      105284.6
high                      105500.0
low                       104809.0
close                     105115.3
volume                  150.972684
EMA50                103023.616551
EMA12                103836.534087
EMA26                103130.436802
MACD                    706.097285
MACD_signal             362.362993
RSI                       77.15116
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                 True
morning_star                 False
evening_star                 False
Name: 2025-01-30 06:00:00, dtype: object",HOLD,31635.39999999982
"open                       98748.6
high                       99393.4
low                        98711.8
close                      99308.1
volume                   106.04672
EMA50                102061.589059
EMA12                100075.375176
EMA26                101194.986468
MACD                  -1119.611292
MACD_signal            -945.222299
RSI                      33.538533
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-02-02 14:00:00, dtype: object",SELL,35588.59999999982
"open                       98211.0
high                       98587.2
low                        96548.7
close                      96982.6
volume                  200.328734
EMA50                101539.906938
EMA12                 99035.778771
EMA26                 100422.07206
MACD                   -1386.29329
MACD_signal           -1129.774783
RSI                      27.972356
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-02-02 20:00:00, dtype: object",HOLD,35588.59999999982
"open                      96523.1
high                      98206.0
low                       96250.0
close                     97868.5
volume                 341.877527
EMA50                99541.485448
EMA12                 98592.45062
EMA26                 98818.00866
MACD                   -225.55804
MACD_signal            -91.373535
RSI                     26.896837
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-04 22:00:00, dtype: object",BUY,35588.59999999982
"open                      98073.5
high                      98347.5
low                       97750.0
close                     98183.6
volume                  40.292191
EMA50                99372.704182
EMA12                98383.502219
EMA26                 98660.28548
MACD                  -276.783262
MACD_signal           -180.883369
RSI                     31.154294
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                 True
evening_star                False
Name: 2025-02-05 04:00:00, dtype: object",BUY,35588.59999999982
"open                      98132.8
high                      98296.6
low                       97371.8
close                     97587.3
volume                 192.281745
EMA50                99081.003766
EMA12                98143.268898
EMA26                98418.438539
MACD                  -275.169641
MACD_signal           -251.172688
RSI                     40.333799
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-05 16:00:00, dtype: object",SELL,35588.59999999982
"open                      96361.7
high                      96700.0
low                       96249.5
close                     96585.1
volume                   39.65371
EMA50                97392.508868
EMA12                 96455.60549
EMA26                96821.278651
MACD                  -365.673162
MACD_signal           -364.289793
RSI                     32.992571
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-08 18:00:00, dtype: object",SELL,35588.59999999982
"open                      97874.0
high                      98077.1
low                       97533.8
close                     98000.0
volume                  30.586341
EMA50                96893.319814
EMA12                96953.330088
EMA26                96808.520482
MACD                   144.809607
MACD_signal           -111.513221
RSI                     61.287237
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 00:00:00, dtype: object",BUY,35588.59999999982
"open                      98000.0
high                      98000.0
low                       97400.0
close                     97511.9
volume                  26.558905
EMA50                96917.577861
EMA12                97039.263921
EMA26                96860.622668
MACD                   178.641253
MACD_signal            -53.482326
RSI                     62.291479
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-13 02:00:00, dtype: object",SELL,35588.59999999982
"open                      96628.0
high                      96901.9
low                       96423.7
close                     96523.3
volume                  189.53962
EMA50                96656.284842
EMA12                96355.118127
EMA26                96479.209275
MACD                  -124.091148
MACD_signal           -130.154332
RSI                     37.639432
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-14 00:00:00, dtype: object",SELL,35588.59999999982
"open                      97017.9
high                      97148.2
low                       96805.9
close                     97148.2
volume                  69.707896
EMA50                96706.331609
EMA12                96670.888362
EMA26                96616.389673
MACD                    54.498689
MACD_signal            -50.499128
RSI                     55.551267
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                 True
evening_star                False
Name: 2025-02-14 08:00:00, dtype: object",BUY,35588.59999999982
"open                      97716.1
high                      97766.0
low                       97501.0
close                     97580.6
volume                  17.601772
EMA50                96982.803873
EMA12                97426.015846
EMA26                97125.271429
MACD                   300.744416
MACD_signal            232.909203
RSI                     60.298443
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-15 04:00:00, dtype: object",BUY,35588.59999999982
"open                      97379.6
high                      97595.9
low                       97329.1
close                     97556.0
volume                  13.130412
EMA50                97020.232564
EMA12                97439.971108
EMA26                 97174.62091
MACD                   265.350199
MACD_signal            246.094228
RSI                     59.786549
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-15 08:00:00, dtype: object",SELL,35588.59999999982
"open                      96054.4
high                      96306.1
low                       95990.4
close                     96200.1
volume                  56.237789
EMA50                 96977.33515
EMA12                96580.915171
EMA26                96877.333667
MACD                  -296.418496
MACD_signal           -171.484423
RSI                     28.583361
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-17 08:00:00, dtype: object",HOLD,35588.59999999982
"open                      95545.9
high                      95769.0
low                       95224.7
close                     95561.4
volume                  37.872118
EMA50                96769.365313
EMA12                96130.141664
EMA26                96538.588821
MACD                  -408.447157
MACD_signal           -300.161935
RSI                     29.927752
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-17 18:00:00, dtype: object",HOLD,35588.59999999982
"open                      96213.2
high                      96223.1
low                       96000.0
close                     96186.1
volume                  14.338019
EMA50                96676.711486
EMA12                96135.610864
EMA26                96433.542747
MACD                  -297.931882
MACD_signal           -317.657796
RSI                     50.491458
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-18 02:00:00, dtype: object",HOLD,35588.59999999982
"open                      95478.1
high                      95759.1
low                       95124.1
close                     95759.0
volume                  69.894107
EMA50                96556.588127
EMA12                 95933.09097
EMA26                96265.116467
MACD                  -332.025497
MACD_signal           -324.362251
RSI                     44.637738
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-18 08:00:00, dtype: object",HOLD,35588.59999999982
"open                      98339.1
high                      98494.3
low                       98145.4
close                     98224.2
volume                  29.530987
EMA50                96725.349987
EMA12                97616.491669
EMA26                97030.764482
MACD                   585.727187
MACD_signal             441.97919
RSI                     72.758904
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-21 00:00:00, dtype: object",SELL,23778.39999999988
"open                      102466.5
high                      102869.9
low                       102019.7
close                     102664.4
volume                   71.631622
EMA50                104931.455518
EMA12                103627.642798
EMA26                104403.574241
MACD                   -775.931442
MACD_signal            -529.991059
RSI                      21.101732
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                 True
morning_star                  True
evening_star                 False
Name: 2025-01-23 06:00:00, dtype: object",HOLD,23778.39999999988
"open                      105441.4
high                      105750.0
low                       105000.0
close                     105128.7
volume                  110.191771
EMA50                104611.210922
EMA12                104533.059651
EMA26                104365.787273
MACD                    167.272378
MACD_signal            -109.216972
RSI                      65.257066
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-01-24 12:00:00, dtype: object",HOLD,29830.99999999987
"open                      104562.2
high                      105189.6
low                       104557.3
close                     104988.1
volume                  157.813057
EMA50                104739.569877
EMA12                104737.696747
EMA26                104692.250275
MACD                     45.446472
MACD_signal               88.15803
RSI                      40.010212
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-01-25 18:00:00, dtype: object",BUY,31324.19999999985
"open                       99329.7
high                       99403.5
low                        98279.1
close                      98751.1
volume                  242.650076
EMA50                103691.076664
EMA12                101490.092076
EMA26                102882.699604
MACD                  -1392.607528
MACD_signal            -754.889748
RSI                      11.328916
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-01-27 10:00:00, dtype: object",SELL,31635.39999999982
"open                      101111.8
high                      101202.4
low                        99010.6
close                      99100.1
volume                   287.69927
EMA50                103298.342757
EMA12                100964.299296
EMA26                102329.766149
MACD                  -1365.466853
MACD_signal           -1040.469209
RSI                      25.033969
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-01-27 16:00:00, dtype: object",HOLD,31635.39999999982
"open                      102133.3
high                      102877.6
low                       101415.5
close                     101415.6
volume                  169.857826
EMA50                102982.831308
EMA12                 101105.17206
EMA26                102028.210698
MACD                   -923.038639
MACD_signal           -1072.098881
RSI                      39.130111
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-01-28 00:00:00, dtype: object",HOLD,31635.39999999982
"open                      101793.2
high                      102388.6
low                       101580.0
close                     101950.3
volume                   87.666139
EMA50                102570.907344
EMA12                102074.858182
EMA26                102137.925242
MACD                    -63.067059
MACD_signal            -118.636066
RSI                      44.117952
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                 True
morning_star                 False
evening_star                 False
Name: 2025-01-29 14:00:00, dtype: object",BUY,31635.39999999982
"open                      104210.1
high                      105200.0
low                       104008.8
close                     105149.9
volume                  173.127462
EMA50                102842.471991
EMA12                103298.473229
EMA26                102786.611566
MACD                    511.861663
MACD_signal             187.440913
RSI                      81.364355
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                  True
evening_star                 False
Name: 2025-01-30 02:00:00, dtype: object",HOLD,31635.39999999982
"open                      104750.0
high                      104989.9
low                       104565.3
close                     104646.9
volume                   65.453761
EMA50                103830.004251
EMA12                104586.823812
EMA26                104244.878611
MACD                    341.945201
MACD_signal             489.458396
RSI                      41.571683
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                 True
morning_star                 False
evening_star                 False
Name: 2025-01-31 12:00:00, dtype: object",HOLD,32723.399999999805
"open                      102320.1
high                      102320.1
low                       101500.0
close                     102111.5
volume                  224.770125
EMA50                103787.405405
EMA12                103985.557839
EMA26                104043.881939
MACD                      -58.3241
MACD_signal             292.272889
RSI                      26.760688
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                 True
morning_star                 False
evening_star                 False
Name: 2025-01-31 20:00:00, dtype: object",BUY,33287.19999999982
"open                      100300.0
high                      100470.7
low                        99589.0
close                      99619.0
volume                   74.846608
EMA50                102570.336812
EMA12                100986.538857
EMA26                101940.982858
MACD                   -954.444001
MACD_signal            -736.438366
RSI                      34.005162
doji                         False
hammer                       False
bullish_engulfing            False
bearish_engulfing            False
shooting_star                False
morning_star                 False
evening_star                 False
Name: 2025-02-02 06:00:00, dtype: object",SELL,35588.59999999982
"open                      97868.4
high                      98953.9
low                       97771.0
close                     97863.9
volume                  65.493786
EMA50                99475.697783
EMA12                98480.365909
EMA26                98747.333944
MACD                  -266.968035
MACD_signal           -126.492435
RSI                     27.095328
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-05 00:00:00, dtype: object",BUY,35588.59999999982
"open                      98626.6
high                      99125.0
low                       97811.4
close                     98151.0
volume                 209.285691
EMA50                99141.971267
EMA12                98244.354153
EMA26                98484.929622
MACD                   -240.57547
MACD_signal           -245.173449
RSI                     44.005306
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing            True
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-05 14:00:00, dtype: object",BUY,35588.59999999982
"open                      97587.3
high                      97705.2
low                       96500.0
close                     97383.9
volume                 262.040497
EMA50                99014.450677
EMA12                98026.442914
EMA26                98341.806055
MACD                  -315.363141
MACD_signal           -264.010778
RSI                     36.776945
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-05 18:00:00, dtype: object",SELL,35588.59999999982
"open                      98329.2
high                      98548.0
low                       97222.0
close                     97447.5
volume                 194.479177
EMA50                98113.885462
EMA12                97636.776134
EMA26                97679.110322
MACD                   -42.334188
MACD_signal           -171.875445
RSI                     42.785674
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                 True
Name: 2025-02-07 16:00:00, dtype: object",BUY,35588.59999999982
"open                      96789.0
high                      97560.1
low                       96633.4
close                     96986.6
volume                  76.929935
EMA50                96939.010006
EMA12                96399.401497
EMA26                96543.518241
MACD                  -144.116744
MACD_signal           -199.247276
RSI                     50.321835
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                 True
evening_star                False
Name: 2025-02-10 04:00:00, dtype: object",BUY,35588.59999999982
"open                      98177.5
high                      98177.5
low                       96750.0
close                     96803.9
volume                 114.767965
EMA50                97315.438915
EMA12                97662.283481
EMA26                97395.317488
MACD                   266.965993
MACD_signal            288.626157
RSI                     42.677507
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-11 12:00:00, dtype: object",SELL,35588.59999999982
"open                      97502.7
high                      97560.6
low                       96976.5
close                     97464.0
volume                  41.035572
EMA50                96893.521651
EMA12                97263.812632
EMA26                96981.005935
MACD                   282.806696
MACD_signal            165.491824
RSI                     65.807755
doji                         True
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star                True
morning_star                False
evening_star                False
Name: 2025-02-14 22:00:00, dtype: object",SELL,35588.59999999982
"open                      97636.0
high                      97636.0
low                       97218.4
close                     97221.4
volume                   26.03146
EMA50                97211.812126
EMA12                97514.486423
EMA26                97389.066614
MACD                   125.419809
MACD_signal            185.741289
RSI                     38.933381
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-16 06:00:00, dtype: object",HOLD,35588.59999999982
"open                      95384.2
high                      95831.3
low                       95384.1
close                     95639.2
volume                  35.566597
EMA50                96157.650576
EMA12                95402.206277
EMA26                95751.323222
MACD                  -349.116945
MACD_signal           -390.603153
RSI                     48.947833
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 02:00:00, dtype: object",HOLD,35588.59999999982
"open                      95206.3
high                      95781.0
low                       95193.8
close                     95670.6
volume                  43.402844
EMA50                96102.705741
EMA12                95417.995027
EMA26                95707.962159
MACD                  -289.967132
MACD_signal           -362.200929
RSI                     46.197649
doji                        False
hammer                      False
bullish_engulfing           False
bearish_engulfing           False
shooting_star               False
morning_star                False
evening_star                False
Name: 2025-02-19 06:00:00, dtype: object",BUY,35588.59999999982
